cement_co2,co2,coal_co2,gas_co2,oil_co2,share_global_co2
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.033,0.0,0.0,0.033,0.0
0.0,0.037,0.0,0.0,0.037,0.0
0.0,0.048,0.0,0.0,0.048,0.001
0.0,0.062,0.0,0.0,0.062,0.001
0.0,0.088,0.0,0.0,0.088,0.001
0.0,0.117,0.0,0.0,0.117,0.001
0.0,0.161,0.0,0.0,0.161,0.001
0.0,0.18,0.0,0.0,0.18,0.002
0.0,0.198,0.0,0.0,0.198,0.002
0.0,0.234,0.0,0.0,0.234,0.002
0.0,0.275,0.007,0.0,0.267,0.002
0.0,0.429,0.033,0.0,0.396,0.003
0.0,0.399,0.015,0.0,0.385,0.003
0.0,0.447,0.015,0.0,0.432,0.003
0.0,0.469,0.015,0.0,0.454,0.003
0.0,0.484,0.015,0.0,0.469,0.003
0.0,0.509,0.015,0.0,0.495,0.003
0.0,0.517,0.015,0.0,0.502,0.003
0.0,0.557,0.015,0.0,0.542,0.003
0.0,0.583,0.015,0.0,0.568,0.003
0.0,0.605,0.018,0.0,0.586,0.003
0.0,0.63,0.015,0.0,0.615,0.003
0.0,0.634,0.015,0.0,0.619,0.003
0.0,0.883,0.018,0.0,0.865,0.005
0.0,0.938,0.018,0.0,0.92,0.005
0.0,0.872,0.018,0.0,0.854,0.004
0.0,0.656,0.018,0.0,0.638,0.003
0.0,0.374,0.015,0.0,0.359,0.002
0.0,3.243,0.015,0.0,3.228,0.015
0.0,3.184,0.015,0.0,3.169,0.014
0.0,2.803,0.015,0.0,2.788,0.013
0.0,0.854,0.015,0.0,0.839,0.004
0.0,0.868,0.015,0.0,0.854,0.004
0.0,0.905,0.015,0.0,0.89,0.004
0.0,0.927,0.015,0.0,0.912,0.004
0.0,0.956,0.015,0.0,0.942,0.004
0.0,1.015,0.011,0.0,1.004,0.004
0.0,1.063,0.007,0.0,1.055,0.004
0.0,1.077,0.004,0.0,1.074,0.004
0.0,1.07,0.004,0.0,1.066,0.004
0.0,1.096,0.0,0.0,1.096,0.004
0.0,1.114,0.0,0.0,1.114,0.004
0.0,1.172,0.0,0.0,1.172,0.005
0.0,1.249,0.0,0.0,1.249,0.005
0.0,1.29,0.0,0.0,1.29,0.005
0.0,1.385,0.0,0.0,1.385,0.005
0.0,1.437,0.0,0.0,1.436,0.005
0.0,1.55,0.0,0.0,1.422,0.005
0.0,1.758,0.0,0.0,1.638,0.006
0.0,1.834,0.0,0.0,1.773,0.006
0.0,2.012,0.0,0.0,1.96,0.006
0.0,2.094,0.0,0.0,2.045,0.006
0.0,2.23,0.0,0.0,2.154,0.006
0.0,2.448,0.0,0.0,2.345,0.007
0.0,2.169,0.0,0.0,2.063,0.006
0.0,2.566,0.0,0.0,2.499,0.007
0.0,3.002,0.0,0.0,2.924,0.008
0.0,2.627,0.0,0.0,2.535,0.007
0.0,3.42,0.0,0.0,3.345,0.009
0.0,3.664,0.0,0.0,3.664,0.01
0.0,3.774,0.0,0.0,3.774,0.01
0.0,4.118,0.0,0.0,4.118,0.012
0.0,4.455,0.0,0.0,4.455,0.012
0.0,4.534,0.0,0.0,4.534,0.012
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.202,0.131,0.0,0.071,0.003
0.0,0.139,0.07,0.0,0.07,0.002
0.0,0.176,0.073,0.0,0.103,0.003
0.0,0.187,0.073,0.0,0.114,0.003
0.0,0.187,0.073,0.0,0.114,0.003
0.0,0.128,0.026,0.0,0.103,0.002
0.0,0.22,0.052,0.0,0.168,0.003
0.0,0.22,0.044,0.0,0.176,0.003
0.0,0.209,0.05,0.0,0.158,0.002
0.0,0.224,0.037,0.0,0.187,0.003
0.0,0.18,0.007,0.0,0.172,0.002
0.0,0.187,0.015,0.0,0.172,0.002
0.0,0.253,0.007,0.0,0.245,0.003
0.0,0.209,0.004,0.0,0.205,0.002
0.0,0.308,0.004,0.0,0.304,0.003
0.0,0.304,0.004,0.0,0.3,0.003
0.0,0.275,0.007,0.0,0.267,0.002
0.0,0.498,0.0,0.0,0.498,0.004
0.0,0.638,0.004,0.0,0.634,0.005
0.0,0.572,0.004,0.0,0.568,0.004
0.0,0.498,0.0,0.0,0.498,0.003
0.0,0.396,0.004,0.0,0.392,0.003
0.0,0.689,0.004,0.0,0.685,0.004
0.0,0.678,0.004,0.0,0.674,0.004
0.0,0.692,0.004,0.0,0.689,0.004
0.0,0.59,0.0,0.0,0.59,0.003
0.0,0.619,0.004,0.0,0.616,0.003
0.0,0.641,0.004,0.0,0.638,0.003
0.0,0.63,0.004,0.0,0.627,0.003
0.0,0.66,0.004,0.0,0.656,0.003
0.0,0.59,0.004,0.0,0.586,0.003
0.0,0.542,0.004,0.0,0.539,0.003
0.0,0.502,0.004,0.0,0.498,0.003
0.0,0.597,0.037,0.0,0.56,0.003
0.0,0.627,0.063,0.0,0.564,0.003
0.0,0.707,0.095,0.0,0.612,0.003
0.0,0.799,0.121,0.0,0.678,0.004
0.0,0.931,0.099,0.0,0.832,0.004
0.0,0.854,0.11,0.0,0.744,0.004
0.0,1.052,0.198,0.0,0.854,0.005
0.0,1.462,0.198,0.0,1.264,0.006
0.0,1.521,0.175,0.0,1.345,0.007
0.0,1.707,0.191,0.0,1.517,0.008
0.0,1.773,0.168,0.0,1.605,0.008
0.0,1.623,0.092,0.0,1.532,0.007
0.0,1.828,0.168,0.0,1.66,0.008
0.0,1.949,0.11,0.0,1.839,0.008
0.0,1.997,0.121,0.0,1.876,0.008
0.0,2.169,0.161,0.0,2.008,0.009
0.0,2.426,0.322,0.0,2.103,0.01
0.0,2.689,0.594,0.0,2.096,0.011
0.0,2.862,0.689,0.0,2.173,0.011
0.0,2.884,0.736,0.0,2.147,0.011
0.0,3.059,0.751,0.0,2.308,0.011
0.0,3.089,0.667,0.0,2.422,0.011
0.0,3.294,0.851,0.0,2.443,0.011
0.0,3.627,1.136,0.0,2.492,0.012
0.0,3.686,1.323,0.0,2.363,0.012
0.0,3.767,1.543,0.0,2.224,0.012
0.0,3.708,1.411,0.0,2.297,0.012
0.0,3.913,1.572,0.0,2.341,0.012
0.0,3.917,1.506,0.0,2.411,0.011
0.0,3.964,1.587,0.0,2.378,0.011
0.0,4.067,1.671,0.0,2.396,0.012
0.0,4.206,1.735,0.0,2.471,0.012
0.0,4.21,1.685,0.0,2.524,0.012
0.0,4.346,1.715,0.0,2.631,0.012
0.0,4.536,1.784,0.0,2.752,0.013
0.0,4.459,1.696,0.0,2.763,0.012
0.0,4.521,1.561,0.0,2.961,0.012
0.0,3.807,1.551,0.0,2.256,0.011
0.0,4.091,1.636,0.0,2.455,0.011
0.0,4.249,1.808,0.0,2.441,0.011
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.52,0.52,0.0,0.0,0.038
,0.579,0.579,0.0,0.0,0.042
,0.531,0.531,0.0,0.0,0.039
,0.539,0.539,0.0,0.0,0.038
,0.495,0.495,0.0,0.0,0.033
,0.579,0.579,0.0,0.0,0.038
,0.689,0.689,0.0,0.0,0.043
,0.736,0.736,0.0,0.0,0.043
,0.755,0.755,0.0,0.0,0.041
,1.0,1.0,0.0,0.0,0.051
,1.312,1.304,0.0,0.007,0.065
,1.425,1.411,0.0,0.015,0.069
,1.557,1.528,0.0,0.029,0.069
,1.718,1.66,0.0,0.059,0.075
,1.707,1.598,0.0,0.11,0.07
,1.92,1.7,0.0,0.22,0.076
,2.264,1.792,0.0,0.473,0.078
,3.77,2.052,0.0,1.718,0.136
,3.693,2.466,0.0,1.227,0.128
,4.155,2.561,0.0,1.594,0.137
,8.402,2.653,0.0,5.749,0.273
,8.632,1.861,0.0,6.772,0.267
,11.743,1.136,0.0,10.607,0.335
,10.142,1.477,0.0,8.665,0.319
,14.315,0.854,0.0,13.462,0.457
,17.184,0.568,0.0,16.616,0.508
,26.132,0.817,0.0,25.315,0.738
,30.642,1.48,0.0,29.162,0.877
,41.084,1.315,0.0,39.769,1.356
,76.237,1.356,0.0,74.881,2.165
,90.288,1.392,0.0,88.896,2.922
,85.551,1.766,0.0,83.785,2.64
,72.038,2.389,0.0,69.649,1.96
,67.872,2.323,0.0,65.549,1.841
,57.085,2.737,0.275,54.073,1.532
,44.686,2.481,0.0,42.206,1.221
,31.796,1.953,0.0,29.843,0.796
0.105,24.083,1.938,0.0,22.039,0.605
0.113,22.148,1.997,0.403,19.635,0.519
0.0,20.379,2.451,0.56,17.368,0.517
0.0,16.752,1.748,0.484,14.52,0.476
0.0,16.195,1.308,0.473,14.414,0.51
0.0,16.741,1.227,0.575,14.938,0.501
0.0,18.892,1.48,0.638,16.774,0.52
0.124,21.426,2.378,1.11,17.814,0.562
0.142,21.961,2.477,1.308,18.034,0.525
0.171,24.903,2.352,1.792,20.588,0.557
0.185,24.265,2.07,2.037,19.972,0.577
0.204,22.664,1.66,1.971,18.829,0.509
0.24,23.209,1.546,2.095,19.328,0.477
0.265,22.546,1.623,1.762,18.895,0.454
0.291,18.977,1.733,1.674,15.28,0.383
0.287,19.058,1.996,1.344,15.43,0.378
0.302,20.124,1.711,1.341,16.77,0.393
0.367,22.615,1.733,1.4,19.115,0.531
0.363,25.623,1.854,1.788,21.617,0.551
0.494,29.352,1.971,2.184,24.703,0.57
0.534,30.509,2.001,2.29,25.684,0.562
0.607,28.959,2.037,2.334,23.982,0.559
0.756,30.508,1.858,1.535,23.68,0.515
0.8,34.889,2.129,1.66,26.623,0.547
0.821,37.212,2.605,1.942,28.059,0.575
0.825,36.707,2.821,2.066,27.33,0.552
0.865,36.27,2.638,2.206,26.813,0.534
0.996,39.662,2.682,2.33,28.847,0.533
1.127,42.134,2.818,2.477,31.177,0.532
1.265,49.278,2.851,2.635,36.471,0.602
1.254,54.008,2.887,4.584,37.904,0.642
1.337,58.287,3.133,5.148,39.839,0.658
1.526,63.052,3.492,6.379,42.968,0.672
1.501,65.24,3.576,8.035,44.972,0.693
1.657,63.744,3.719,11.849,42.225,0.654
1.861,66.292,4.078,11.658,42.775,0.646
2.184,74.2,4.235,13.454,46.45,0.686
2.126,75.168,4.071,15.765,47.296,0.665
2.435,80.845,4.433,17.012,50.303,0.682
2.766,90.006,5.016,19.814,56.606,0.736
3.027,93.887,5.815,19.826,59.412,0.728
3.354,102.176,6.207,19.594,66.902,0.743
3.551,113.951,6.767,20.61,73.408,0.765
3.619,126.187,7.427,20.086,84.935,0.814
4.207,132.271,8.152,21.555,89.893,0.815
4.76,144.058,9.032,24.021,99.049,0.843
5.126,154.727,11.139,25.091,103.328,0.91
5.587,164.139,11.205,25.718,111.172,0.963
6.021,183.74,11.681,25.183,129.409,1.022
6.296,192.394,12.527,26.501,139.958,1.04
6.655,222.116,15.799,33.504,155.57,1.165
7.144,240.259,17.294,40.883,166.467,1.226
7.604,267.744,10.662,43.793,195.799,1.374
8.369,283.707,8.559,47.31,207.602,1.492
8.931,303.905,10.336,51.843,215.578,1.611
7.855,277.566,10.651,51.901,195.683,1.462
8.436,276.649,10.567,52.446,197.907,1.408
9.412,287.371,12.894,54.583,204.22,1.415
8.936,293.412,12.417,48.438,219.558,1.424
10.052,306.022,11.593,49.12,230.846,1.44
10.069,305.666,11.054,49.633,232.342,1.385
10.121,323.48,12.329,51.278,247.678,1.445
10.736,317.042,15.895,52.923,235.642,1.393
10.955,330.133,15.51,55.268,246.532,1.421
11.751,332.78,14.806,55.612,248.72,1.475
12.389,338.067,18.203,55.066,249.797,1.483
13.836,351.843,20.247,56.902,258.052,1.527
11.033,331.143,22.266,56.92,237.244,1.408
12.272,341.765,25.197,62.745,236.842,1.409
12.907,362.68,25.574,65.772,252.202,1.487
13.412,381.308,26.267,71.088,264.274,1.567
13.901,386.27,26.003,69.803,271.403,1.555
14.567,391.725,26.7,81.202,263.874,1.536
14.059,407.731,30.638,82.887,275.577,1.588
14.548,410.506,34.701,92.171,265.359,1.564
14.65,436.18,42.458,101.903,273.195,1.578
15.346,438.8,37.882,105.647,276.736,1.533
16.674,463.644,46.808,105.516,291.123,1.567
17.818,474.744,50.288,117.937,284.689,1.551
18.973,473.748,45.84,117.274,286.649,1.504
18.638,473.107,40.784,118.567,288.397,1.477
17.863,460.417,40.813,123.433,272.741,1.462
17.046,456.597,51.054,124.122,259.679,1.371
17.771,483.405,56.041,130.707,272.512,1.404
18.411,501.569,49.223,135.727,290.158,1.436
17.437,495.485,49.977,142.277,277.695,1.406
18.259,484.114,48.944,138.503,269.275,1.365
19.16,479.52,44.114,147.977,258.874,1.352
20.599,479.79,47.621,151.455,251.592,1.353
20.877,465.621,48.53,143.251,245.84,1.292
20.864,470.286,47.313,165.906,228.842,1.279
19.498,468.322,45.268,157.1,238.026,1.264
20.65,442.289,33.705,183.464,193.628,1.263
22.259,468.791,28.088,188.86,217.348,1.273
21.534,511.972,35.11,187.781,256.892,1.378
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.136,0.0,0.0,0.136,0.001
0.0,0.143,0.0,0.0,0.143,0.001
0.0,0.154,0.0,0.0,0.154,0.001
0.0,0.18,0.0,0.0,0.18,0.001
0.0,0.183,0.0,0.0,0.183,0.001
0.0,0.194,0.0,0.0,0.194,0.001
0.0,0.202,0.0,0.0,0.202,0.001
0.0,0.191,0.0,0.0,0.191,0.001
0.0,0.18,0.0,0.0,0.18,0.001
0.0,0.165,0.0,0.0,0.165,0.001
0.0,0.15,0.0,0.0,0.15,0.001
0.0,0.161,0.0,0.0,0.161,0.001
0.0,0.143,0.0,0.0,0.143,0.0
0.0,0.117,0.0,0.0,0.117,0.0
0.0,0.114,0.0,0.0,0.114,0.0
0.0,0.132,0.0,0.0,0.132,0.0
0.0,0.11,0.0,0.0,0.11,0.0
0.0,0.147,0.0,0.0,0.147,0.0
0.0,0.103,0.0,0.0,0.103,0.0
0.0,0.117,0.0,0.0,0.117,0.0
0.0,0.125,0.0,0.0,0.125,0.0
0.0,0.136,0.0,0.0,0.136,0.0
0.0,0.136,0.0,0.0,0.136,0.0
0.0,0.143,0.0,0.0,0.143,0.0
0.0,0.143,0.0,0.0,0.143,0.0
0.0,0.143,0.0,0.0,0.143,0.0
0.0,0.143,0.0,0.0,0.143,0.0
0.0,0.147,0.0,0.0,0.147,0.0
0.0,0.147,0.0,0.0,0.147,0.0
0.0,0.153,0.0,0.0,0.153,0.0
0.0,0.151,0.0,0.0,0.151,0.0
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.0,,,,
,0.15,,,,
,0.209,,,,
,0.227,,,,
,0.176,,,,
,0.267,,,,
,0.158,,,,
,0.198,,,,
,0.245,,,,
,0.238,,,,
,0.256,,,,
,0.352,,,,
,0.275,,,,
,0.447,,,,
,0.326,,,,
,0.125,,,,
,0.139,,,,
,0.183,,,,
,0.154,,,,
,0.161,,,,
,0.176,,,,
,0.194,,,,
,0.136,,,,
,0.245,,,,
,0.267,,,,
,0.403,,,,
,0.366,,,,
,0.403,,,,
,0.41,,,,
,0.425,,,,
,0.392,,,,
,0.374,,,,
,0.443,,,,
,0.315,,,,
,0.524,,,,
,0.671,,,,
,1.037,,,,
,0.949,,,,
,1.048,,,,
,1.205,,,,
,1.367,,,,
,1.532,,,,
,1.583,,,,
,1.88,,,,
,1.722,,,,
,1.957,,,,
,1.883,,,,
,2.363,,,,
,2.25,,,,
,2.891,,,,
,2.836,,,,
,2.44,,,,
,2.521,,,,
,3.191,,,,
,3.906,,,,
,5.258,,,,
,6.841,,,,
,8.097,,,,
,10.237,,,,
,13.051,,,,
,15.957,,,,
,16.569,,,,
,18.067,,,,
,20.119,,,,
,21.093,,,,
,20.943,,,,
,22.896,,,,
,22.276,,,,
,24.537,,,,
,27.208,,,,
,32.352,,,,
,35.686,,,,
,39.331,,,,
,45.662,,,,
,46.182,,,,
,52.122,,,,
,45.519,,,,
,36.011,,,,
,47.469,,,,
,52.441,,,,
,67.704,,,,
,86.156,,,,
,112.804,,,,
,134.073,,,,
,108.715,,,,
,41.809,,,,
,31.822,,,,
,26.167,,,,
,23.568,,,,
,27.242,,,,
,32.736,,,,
,50.259,,,,
,59.256,,,,
,61.77,,,,
,67.166,,,,
,70.768,,,,
,90.276,,,,
,94.484,,,,
,109.295,,,,
,123.593,,,,
,144.769,,,,
,172.795,,,,
,198.951,,,,
,205.539,,,,
,236.683,,,,
,268.463,,,,
,285.36,,,,
,334.432,,,,
,360.838,,,,
,428.508,,,,
,443.725,,,,
,434.455,,,,
,508.019,,,,
,534.301,,,,
,536.268,,,,
,569.337,,,,
,554.36,,,,
,552.114,,,,
,564.116,,,,
,594.463,,,,
,622.45,,,,
,670.804,,,,
,713.667,,,,
,729.572,,,,
,777.182,,,,
,821.787,,,,
,844.409,,,,
,932.026,,,,
,1019.78,,,,
,1107.107,,,,
,1165.713,,,,
,1127.157,,,,
,1146.179,,,,
,1130.706,,,,
,1170.273,,,,
,1258.927,,,,
,1391.716,,,,
,1407.256,,,,
,1425.617,,,,
,1518.184,,,,
,1635.841,,,,
,1700.282,,,,
,1810.277,,,,
,1803.49,,,,
,1944.256,,,,
,2023.191,,,,
,2135.013,,,,
,2180.344,,,,
,2326.37,,,,
,2279.893,,,,
,2390.575,,,,
,2507.637,,,,
,2568.982,,,,
,2645.986,,,,
,2670.25,,,,
,2673.193,,,,
,2521.984,,,,
,2640.764,,,,
,2677.581,,,,
,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0
,0.001,0.001,0.0,0.0,0.001
,,,,,
,,,,,
,,,,,
,,,,,
,0.004,0.004,0.0,0.0,0.001
,,,,,
,,,,,
,0.005,0.005,0.0,0.0,0.002
,0.005,0.005,0.0,0.0,0.002
,0.007,0.007,0.0,0.0,0.002
,0.009,0.009,0.0,0.0,0.003
,0.008,0.008,0.0,0.0,0.002
,0.008,0.008,0.0,0.0,0.002
,0.009,0.009,0.0,0.001,0.002
,0.009,0.008,0.0,0.001,0.002
,0.028,0.028,0.0,0.001,0.006
,0.033,0.031,0.0,0.001,0.007
,0.027,0.025,0.0,0.002,0.006
,0.037,0.035,0.0,0.002,0.007
,0.04,0.038,0.0,0.002,0.007
,0.054,0.052,0.0,0.002,0.01
,0.055,0.053,0.0,0.002,0.009
,0.052,0.048,0.0,0.004,0.008
,0.063,0.056,0.0,0.007,0.01
,0.073,0.062,0.0,0.01,0.011
,0.09,0.074,0.0,0.016,0.013
,0.092,0.069,0.0,0.023,0.013
,0.12,0.093,0.0,0.027,0.017
,0.123,0.09,0.0,0.033,0.016
,0.145,0.107,0.0,0.038,0.017
,0.152,0.103,0.0,0.05,0.017
,0.16,0.107,0.0,0.054,0.017
,0.183,0.123,0.0,0.06,0.018
,0.185,0.106,0.0,0.08,0.018
,0.202,0.105,0.0,0.097,0.02
,0.207,0.107,0.0,0.101,0.02
,0.219,0.099,0.0,0.12,0.02
,0.229,0.1,0.0,0.129,0.019
,0.247,0.115,0.0,0.132,0.021
,0.28,0.123,0.0,0.157,0.022
,0.308,0.123,0.0,0.185,0.023
,0.326,0.132,0.0,0.194,0.024
,0.382,0.153,0.0,0.229,0.028
,0.389,0.172,0.0,0.217,0.028
,0.447,0.168,0.0,0.279,0.03
,0.455,0.175,0.0,0.28,0.03
,0.526,0.206,0.0,0.32,0.033
,0.59,0.229,0.0,0.361,0.035
,0.685,0.287,0.0,0.397,0.037
,0.776,0.317,0.0,0.459,0.04
,0.796,0.297,0.0,0.499,0.039
,0.769,0.294,0.0,0.475,0.037
,0.752,0.311,0.0,0.442,0.033
,0.837,0.366,0.0,0.471,0.037
,0.747,0.38,0.0,0.368,0.031
,0.852,0.434,0.0,0.419,0.034
,0.955,0.505,0.0,0.449,0.033
,0.961,0.51,0.0,0.451,0.035
,1.014,0.534,0.0,0.48,0.035
