cement_co2,co2,coal_co2,gas_co2,oil_co2,share_global_co2
,0.994,0.505,0.0,0.49,0.033
,1.031,0.556,0.0,0.475,0.033
,1.168,0.671,0.0,0.497,0.036
,1.269,0.773,0.0,0.495,0.036
,1.145,0.647,0.0,0.498,0.036
,1.051,0.533,0.0,0.518,0.034
,1.12,0.566,0.0,0.554,0.033
,1.031,0.534,0.0,0.497,0.029
,0.411,0.205,0.0,0.206,0.012
,0.351,0.13,0.0,0.221,0.012
,0.32,0.123,0.0,0.197,0.009
,0.347,0.148,0.0,0.199,0.011
,0.424,0.18,0.0,0.244,0.013
,0.468,0.196,0.0,0.272,0.013
,0.557,0.261,0.001,0.295,0.015
,0.55,0.242,0.002,0.306,0.015
,0.797,0.407,0.003,0.387,0.022
,0.991,0.517,0.003,0.471,0.025
0.007,1.1,0.614,0.003,0.476,0.028
0.008,1.185,0.609,0.004,0.564,0.028
0.01,1.612,0.653,0.005,0.945,0.041
0.011,1.936,0.778,0.007,1.14,0.055
0.012,2.181,1.018,0.01,1.142,0.069
0.009,2.438,1.228,0.012,1.189,0.073
0.012,2.948,1.549,0.015,1.372,0.081
0.016,3.337,1.83,0.018,1.474,0.087
0.02,3.826,2.157,0.023,1.625,0.091
0.019,3.913,2.179,0.025,1.69,0.087
0.02,4.13,2.295,0.025,1.79,0.098
0.02,4.18,2.331,0.025,1.804,0.094
0.021,5.012,3.028,0.038,1.926,0.103
0.021,4.404,2.474,0.0,1.909,0.089
,2.395,0.873,0.0,1.522,0.048
,2.499,1.065,0.0,1.435,0.05
,3.624,1.629,0.0,1.995,0.071
0.007,3.837,2.536,0.04,1.253,0.09
0.014,4.312,2.821,0.046,1.432,0.093
0.02,5.193,3.381,0.056,1.736,0.101
0.029,5.528,3.525,0.061,1.913,0.102
0.035,6.285,3.968,0.063,2.219,0.121
0.047,7.007,4.405,0.083,2.471,0.118
0.057,7.596,4.78,0.09,2.668,0.119
0.066,8.136,5.004,0.09,2.976,0.126
0.077,8.611,5.186,0.096,3.252,0.129
0.093,9.408,5.615,0.105,3.595,0.139
0.112,10.671,6.27,0.124,4.165,0.143
0.126,11.704,6.643,0.165,4.769,0.148
0.149,12.813,7.058,0.256,5.35,0.157
0.175,13.685,7.214,0.377,5.918,0.163
0.208,14.398,7.31,0.475,6.405,0.163
0.248,15.006,7.247,0.597,6.913,0.16
0.282,15.489,7.047,0.765,7.395,0.165
0.323,16.273,6.889,0.935,8.125,0.167
0.35,17.458,7.117,1.14,8.851,0.17
0.378,18.573,7.331,1.384,9.479,0.172
0.429,19.717,7.582,1.602,10.105,0.174
0.481,20.839,7.817,1.77,10.771,0.176
0.518,21.805,7.782,1.914,11.592,0.178
0.543,22.43,7.618,2.051,12.219,0.174
0.565,23.367,7.658,2.175,12.97,0.17
0.608,24.593,8.054,1.988,13.943,0.165
0.646,26.106,8.217,2.248,14.848,0.168
0.676,27.476,8.375,2.338,15.948,0.169
0.715,28.654,8.374,2.445,16.956,0.168
0.757,29.764,8.3,2.563,17.966,0.175
0.807,31.302,8.539,2.793,18.965,0.184
0.827,32.504,8.823,3.09,19.544,0.181
0.851,33.612,8.967,3.314,20.242,0.182
0.855,34.764,8.8,3.431,21.425,0.182
0.833,35.039,8.833,3.66,21.576,0.179
0.851,36.413,9.363,3.843,22.218,0.187
0.87,35.749,8.41,4.082,22.251,0.188
0.85,36.406,8.579,4.348,22.492,0.193
0.885,36.939,8.577,4.701,22.641,0.195
0.903,37.273,8.645,5.159,22.431,0.19
0.911,40.156,10.091,5.804,23.202,0.198
0.945,38.828,10.594,5.246,21.913,0.188
0.965,37.534,10.515,6.406,19.53,0.177
0.983,39.211,9.438,8.432,20.096,0.178
0.993,38.336,8.928,9.361,18.798,0.171
0.972,36.24,7.265,8.368,19.466,0.159
0.901,29.274,6.292,6.902,15.022,0.126
0.474,20.978,4.008,6.995,9.501,0.093
0.406,15.846,3.836,5.218,6.386,0.07
0.328,12.427,3.697,5.023,3.378,0.054
0.249,11.405,2.246,5.859,3.052,0.048
0.193,11.687,1.982,6.701,2.81,0.048
0.27,7.301,0.997,3.466,2.568,0.03
0.215,6.444,0.983,3.12,2.126,0.026
0.211,4.685,0.447,2.607,1.419,0.019
0.173,3.573,0.366,1.751,1.282,0.014
0.174,3.787,0.26,1.92,1.433,0.015
0.219,4.052,0.278,1.924,1.63,0.015
0.246,4.404,0.337,2.056,1.766,0.016
0.283,4.613,0.319,2.103,1.909,0.016
0.365,4.938,0.286,2.365,1.921,0.017
0.457,5.03,0.344,2.36,1.869,0.016
0.703,4.979,0.169,2.176,1.931,0.016
0.79,5.19,0.326,2.041,2.034,0.016
0.341,4.54,0.348,1.876,1.975,0.014
0.35,4.831,0.326,1.982,2.173,0.015
0.427,4.945,0.333,1.916,2.268,0.014
0.442,4.766,0.414,1.825,2.085,0.014
0.477,4.899,0.553,1.722,2.147,0.014
0.465,4.759,0.366,1.751,2.176,0.013
0.443,4.782,0.37,1.68,2.288,0.013
0.434,4.904,0.279,1.727,2.464,0.014
0.538,5.221,0.403,1.726,2.554,0.014
0.594,5.445,0.308,1.876,2.667,0.015
0.641,5.495,0.367,1.734,2.754,0.015
0.595,5.241,0.286,1.767,2.592,0.015
0.599,5.597,0.318,1.766,2.914,0.015
0.599,5.422,0.318,1.514,2.992,0.015
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.286,0.286,0.0,0.0,0.005
0.0,0.293,0.293,0.0,0.0,0.005
0.0,0.3,0.3,0.0,0.0,0.005
0.0,0.304,0.304,0.0,0.0,0.005
0.0,0.487,0.313,0.0,0.175,0.007
0.0,0.59,0.322,0.0,0.267,0.008
0.0,0.689,0.388,0.0,0.3,0.009
0.0,0.762,0.436,0.0,0.326,0.009
0.0,1.136,0.709,0.0,0.426,0.013
0.0,1.345,0.841,0.0,0.503,0.015
0.0,1.293,0.799,0.0,0.495,0.014
0.0,1.392,0.887,0.0,0.506,0.015
0.0,1.971,1.422,0.0,0.55,0.02
0.0,1.601,1.026,0.0,0.575,0.016
0.0,2.045,1.411,0.0,0.634,0.019
0.0,1.957,1.341,0.0,0.616,0.017
0.0,1.953,1.34,0.0,0.613,0.016
0.025,2.151,1.436,0.0,0.689,0.018
0.036,2.48,1.7,0.0,0.744,0.019
0.036,2.682,1.876,0.0,0.769,0.019
0.047,2.847,1.979,0.0,0.821,0.019
0.046,3.032,2.091,0.0,0.895,0.02
0.066,3.276,2.246,0.0,0.964,0.02
0.068,3.472,2.334,0.0,1.07,0.02
0.077,3.741,2.503,0.0,1.161,0.022
0.072,4.055,2.788,0.0,1.194,0.024
0.07,4.39,3.025,0.0,1.294,0.024
0.044,4.961,3.525,0.0,1.392,0.027
0.07,5.764,4.027,0.0,1.667,0.03
0.074,6.277,4.459,0.0,1.744,0.032
0.069,6.855,4.91,0.0,1.876,0.035
0.082,6.615,4.532,0.0,2.001,0.035
0.132,6.712,4.503,0.0,2.077,0.036
0.059,6.969,4.719,0.0,2.191,0.037
0.049,6.425,5.482,0.0,0.894,0.033
0.05,8.998,6.585,0.0,2.362,0.044
0.142,9.595,7.05,0.0,2.404,0.047
0.176,10.483,7.693,0.0,2.613,0.049
0.156,11.493,8.652,0.0,2.685,0.052
0.156,10.459,7.848,0.0,2.455,0.047
0.129,9.791,7.306,0.0,2.356,0.043
0.085,11.96,10.171,0.0,1.704,0.051
0.05,10.943,9.194,0.0,1.7,0.048
0.026,9.193,7.592,0.0,1.575,0.04
0.031,7.865,6.8,0.0,1.033,0.034
0.04,7.837,6.841,0.0,0.956,0.033
0.039,7.935,6.83,0.0,1.066,0.033
0.042,7.615,6.525,0.0,1.048,0.031
0.041,7.622,6.434,0.0,1.147,0.031
0.039,7.488,6.298,0.0,1.15,0.03
0.034,7.432,6.137,0.0,1.261,0.029
0.025,7.804,6.356,0.0,1.422,0.03
0.055,8.197,6.775,0.0,1.367,0.031
0.061,7.931,6.38,0.0,1.491,0.029
0.056,8.501,6.793,0.0,1.652,0.03
0.073,8.515,6.811,0.0,1.63,0.029
0.088,9.281,7.372,0.0,1.821,0.03
0.112,11.958,9.57,0.0,2.275,0.038
0.123,11.918,9.337,0.0,2.458,0.037
0.1,13.026,10.644,0.0,2.283,0.041
0.172,13.772,11.179,0.0,2.422,0.041
0.157,21.368,18.203,0.0,3.008,0.062
0.157,35.0,31.397,0.0,3.433,0.1
0.096,43.478,39.791,0.0,3.576,0.123
0.182,29.626,26.014,0.0,3.404,0.084
0.182,23.282,19.697,0.0,3.368,0.066
0.192,25.629,22.534,0.0,2.887,0.072
0.3,34.135,30.071,0.0,3.759,0.095
0.414,45.316,40.945,0.0,3.953,0.123
0.487,47.255,41.762,0.0,5.005,0.128
0.525,37.077,31.584,0.0,4.968,0.106
0.574,38.257,32.499,0.0,5.184,0.104
0.574,37.894,32.195,0.0,5.126,0.102
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.0,0.0,0.0,0.0,0.0
,,,,,
,,,,,
,,,,,
,,,,,
,0.001,0.001,0.0,0.0,0.0
,0.002,0.002,0.0,0.0,0.0
,0.002,0.002,0.0,0.0,0.0
,0.003,0.003,0.0,0.0,0.0
,0.006,0.006,0.0,0.0,0.0
,0.006,0.006,0.0,0.0,0.0
,0.007,0.007,0.0,0.0,0.0
,0.005,0.005,0.0,0.0,0.0
,0.008,0.008,0.0,0.0,0.0
,0.009,0.009,0.0,0.0,0.0
,0.012,0.012,0.0,0.0,0.001
,0.013,0.013,0.0,0.0,0.001
,0.012,0.012,0.0,0.0,0.001
,0.013,0.013,0.0,0.0,0.001
,0.014,0.014,0.0,0.0,0.001
,0.016,0.016,0.0,0.0,0.001
,0.019,0.019,0.0,0.0,0.001
,0.019,0.019,0.0,0.0,0.001
,0.02,0.02,0.0,0.0,0.001
,0.021,0.021,0.0,0.0,0.001
,0.021,0.021,0.0,0.0,0.001
,0.023,0.023,0.0,0.0,0.001
,0.023,0.023,0.0,0.0,0.001
,0.063,0.063,0.0,0.0,0.002
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.045,0.045,0.0,0.0,0.001
,0.06,0.06,0.0,0.0,0.002
,0.064,0.064,0.0,0.0,0.002
,0.093,0.091,0.0,0.002,0.003
,0.102,0.1,0.0,0.002,0.003
,0.104,0.102,0.0,0.002,0.003
,0.114,0.111,0.0,0.003,0.003
,0.111,0.108,0.0,0.003,0.003
,0.126,0.122,0.0,0.004,0.003
,0.143,0.139,0.0,0.005,0.004
,0.156,0.151,0.0,0.005,0.004
,0.147,0.141,0.0,0.006,0.004
,0.136,0.132,0.0,0.003,0.004
,0.124,0.119,0.0,0.005,0.004
,0.114,0.11,0.0,0.004,0.003
,0.119,0.115,0.0,0.004,0.003
,0.125,0.121,0.0,0.004,0.003
,0.123,0.118,0.0,0.005,0.003
,0.137,0.132,0.0,0.005,0.003
,0.13,0.13,0.0,0.0,0.003
,0.136,0.136,0.0,0.0,0.003
,0.157,0.157,0.0,0.0,0.003
,,,,,
,,,,,
,0.006,0.0,0.0,0.006,0.0
,0.001,0.0,0.0,0.001,0.0
,0.079,0.079,0.0,0.001,0.002
,0.156,0.156,0.0,0.001,0.003
,0.218,0.217,0.0,0.001,0.004
,0.245,0.244,0.0,0.001,0.005
,0.28,0.278,0.0,0.002,0.005
,0.269,0.254,0.0,0.016,0.005
,0.255,0.24,0.0,0.015,0.004
,0.256,0.245,0.0,0.011,0.004
,0.254,0.236,0.0,0.018,0.004
,0.303,0.283,0.0,0.02,0.004
,0.347,0.327,0.0,0.021,0.005
,0.397,0.373,0.0,0.023,0.005
,0.431,0.403,0.0,0.028,0.005
,0.425,0.395,0.0,0.029,0.005
,0.487,0.452,0.0,0.035,0.005
,0.532,0.489,0.0,0.043,0.006
,0.558,0.514,0.0,0.043,0.006
,0.572,0.523,0.0,0.049,0.006
,0.636,0.579,0.0,0.057,0.006
,0.721,0.651,0.0,0.07,0.007
,0.742,0.65,0.0,0.092,0.007
,0.735,0.626,0.0,0.109,0.006
,0.743,0.594,0.0,0.149,0.006
,0.794,0.61,0.0,0.184,0.006
,0.823,0.616,0.0,0.207,0.006
,1.076,0.797,0.0,0.279,0.007
,1.16,0.878,0.0,0.282,0.007
,1.087,0.831,0.0,0.256,0.007
,1.299,0.865,0.0,0.433,0.008
,1.304,0.884,0.0,0.42,0.008
,1.361,0.943,0.0,0.418,0.008
,1.405,0.95,0.0,0.454,0.008
,1.366,0.904,0.0,0.462,0.007
,1.526,0.949,0.0,0.578,0.008
,1.66,1.005,0.0,0.656,0.008
,1.633,0.988,0.0,0.642,0.008
,1.777,1.289,0.0,0.485,0.009
,1.632,1.133,0.0,0.496,0.009
,1.758,1.266,0.0,0.489,0.009
,1.854,1.38,0.0,0.472,0.009
,1.891,1.416,0.0,0.472,0.009
,1.975,1.45,0.0,0.522,0.01
,1.928,1.427,0.0,0.498,0.009
,1.989,1.447,0.0,0.539,0.009
,1.983,1.465,0.0,0.515,0.009
,1.962,1.417,0.0,0.542,0.009
,1.388,0.899,0.0,0.487,0.006
,1.483,1.182,0.0,0.301,0.007
,1.294,1.073,0.0,0.22,0.006
,1.257,1.056,0.0,0.2,0.005
,1.327,1.114,0.0,0.213,0.006
,1.553,1.12,0.0,0.433,0.006
,1.67,1.093,0.0,0.577,0.007
,1.758,1.246,0.0,0.512,0.007
,1.212,0.959,0.0,0.253,0.005
,1.521,1.23,0.0,0.291,0.006
,1.667,1.184,0.0,0.483,0.006
,1.766,1.221,0.0,0.545,0.007
,1.889,1.289,0.0,0.6,0.007
,2.041,1.345,0.0,0.697,0.007
,1.751,0.993,0.0,0.757,0.006
,2.063,1.257,0.0,0.806,0.007
,2.056,1.024,0.0,1.031,0.007
,2.605,1.512,0.0,1.093,0.008
,1.682,0.817,0.0,0.865,0.005
,2.422,1.623,0.0,0.799,0.007
,2.407,1.677,0.0,0.73,0.007
,2.213,1.506,0.0,0.707,0.006
,2.151,1.452,0.0,0.699,0.006
,2.107,1.418,0.0,0.689,0.006
,2.239,1.495,0.0,0.744,0.006
,2.015,1.183,0.0,0.832,0.006
,2.103,1.202,0.0,0.901,0.006
,2.4,1.422,0.0,0.978,0.007
,2.477,1.455,0.0,1.022,0.007
,2.407,1.513,0.0,0.894,0.007
,2.305,1.436,0.0,0.868,0.006
,2.292,1.411,0.0,0.882,0.006
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.004,0.0,0.0,0.004,0.0
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.007,0.0,0.0,0.007,0.0
0.0,0.015,0.0,0.0,0.015,0.0
0.0,0.015,0.0,0.0,0.015,0.0
0.0,0.015,0.0,0.0,0.015,0.0
0.0,0.015,0.0,0.0,0.015,0.0
0.0,0.015,0.0,0.0,0.015,0.0
0.0,0.011,0.0,0.0,0.011,0.0
0.0,0.011,0.0,0.0,0.011,0.0
0.0,0.026,0.0,0.0,0.026,0.0
0.0,0.026,0.0,0.0,0.026,0.0
0.0,0.026,0.0,0.0,0.026,0.0
0.0,0.015,0.0,0.0,0.015,0.0
0.0,0.018,0.0,0.0,0.018,0.0
0.0,0.018,0.0,0.0,0.018,0.0
0.0,0.022,0.0,0.0,0.022,0.0
0.0,0.022,0.0,0.0,0.022,0.0
0.0,0.026,0.0,0.0,0.026,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.033,0.0,0.0,0.033,0.0
0.0,0.033,0.0,0.0,0.033,0.0
0.0,0.037,0.0,0.0,0.037,0.0
0.0,0.033,0.0,0.0,0.033,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.037,0.0,0.0,0.037,0.0
0.0,0.026,0.0,0.0,0.026,0.0
0.0,0.026,0.0,0.0,0.026,0.0
0.0,0.048,0.0,0.0,0.048,0.0
0.0,0.037,0.0,0.0,0.037,0.0
0.0,0.048,0.0,0.0,0.048,0.0
0.0,0.04,0.0,0.0,0.04,0.0
0.0,0.04,0.0,0.0,0.04,0.0
0.0,0.04,0.0,0.0,0.04,0.0
0.0,0.048,0.0,0.0,0.048,0.0
0.0,0.044,0.0,0.0,0.044,0.0
0.0,0.059,0.0,0.0,0.059,0.0
0.0,0.037,0.0,0.0,0.037,0.0
0.0,0.04,0.0,0.0,0.04,0.0
0.0,0.048,0.0,0.0,0.048,0.0
0.0,0.048,0.0,0.0,0.048,0.0
0.0,0.055,0.0,0.0,0.055,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.022,0.0,0.0,0.022,0.0
0.0,0.022,0.0,0.0,0.022,0.0
0.0,0.021,0.0,0.0,0.021,0.0
0.0,0.021,0.0,0.0,0.021,0.0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.029,0.029,0.0,0.0,0.0,0.001
0.033,0.033,0.0,0.0,0.0,0.001
0.036,0.04,0.004,0.0,0.0,0.001
0.076,0.091,0.015,0.0,0.0,0.003
0.109,0.149,0.04,0.0,0.0,0.005
0.098,0.175,0.073,0.0,0.004,0.005
0.091,0.19,0.095,0.0,0.004,0.005
0.094,0.234,0.139,0.0,0.0,0.006
0.08,0.212,0.132,0.0,0.0,0.005
0.076,0.369,0.282,0.0,0.011,0.008
0.08,0.465,0.374,0.0,0.011,0.011
0.0,0.319,0.304,0.0,0.015,0.007
0.0,0.396,0.381,0.0,0.015,0.008
0.0,0.388,0.37,0.0,0.018,0.008
0.0,0.33,0.315,0.0,0.015,0.007
0.069,0.355,0.271,0.0,0.015,0.007
0.055,0.421,0.355,0.0,0.011,0.008
0.036,0.524,0.476,0.0,0.011,0.012
0.087,0.684,0.587,0.0,0.011,0.015
0.109,0.831,0.711,0.0,0.011,0.016
0.131,0.941,0.769,0.0,0.04,0.017
0.131,1.087,0.905,0.0,0.051,0.021
0.16,2.56,0.827,0.0,1.573,0.043
0.185,2.926,0.883,0.0,1.858,0.046
0.214,3.563,0.997,0.0,2.352,0.055
0.302,4.171,1.337,0.007,2.524,0.063
0.327,3.584,1.0,0.015,2.242,0.053
0.36,3.555,0.89,0.015,2.29,0.048
0.312,3.519,0.908,0.015,2.284,0.044
0.25,3.054,0.849,0.007,1.947,0.037
0.2,3.267,0.866,0.004,2.197,0.039
0.247,3.369,0.861,0.007,2.253,0.038
0.287,3.636,0.876,0.018,2.455,0.039
0.312,3.771,0.864,0.018,2.577,0.04
0.346,3.075,0.792,0.018,1.919,0.032
0.374,3.954,0.846,0.022,2.711,0.039
0.458,4.415,0.993,0.022,2.942,0.041
0.389,4.254,0.773,0.022,3.07,0.038
0.425,5.46,1.191,0.026,3.818,0.046
0.425,5.408,1.183,0.022,3.778,0.044
0.491,5.62,1.063,0.022,4.045,0.044
0.574,5.817,1.059,0.081,4.104,0.042
0.694,7.282,1.209,0.092,5.287,0.049
0.726,8.186,1.271,0.099,6.091,0.053
0.755,8.028,1.587,0.106,5.579,0.049
0.786,9.613,1.565,0.136,7.126,0.056
0.924,11.099,1.554,0.121,8.5,0.065
0.974,11.065,1.765,0.147,8.179,0.065
1.11,11.49,1.913,0.165,8.303,0.064
1.362,12.625,1.807,0.132,9.324,0.068
1.329,12.992,1.824,0.161,9.678,0.068
1.539,15.85,1.774,0.143,12.394,0.081
1.656,15.818,1.704,0.128,12.329,0.081
1.67,15.718,1.803,0.183,12.062,0.083
1.725,16.905,2.015,0.15,13.015,0.09
1.761,17.627,2.495,0.161,13.209,0.093
1.633,17.645,2.147,0.161,13.704,0.09
1.67,17.682,2.455,0.165,13.392,0.087
1.683,18.684,4.019,0.176,12.807,0.091
1.702,19.905,4.521,0.143,13.54,0.094
1.874,20.931,4.43,0.161,14.465,0.095
1.853,22.661,4.779,0.117,15.912,0.101
1.842,22.298,4.221,0.11,16.125,0.098
2.514,23.688,4.874,0.073,16.227,0.102
2.745,24.737,4.184,0.048,17.76,0.11
2.732,26.779,4.763,0.048,19.237,0.117
2.714,28.124,5.309,0.044,20.057,0.122
2.718,28.75,6.314,0.026,19.693,0.122
2.778,29.525,8.051,0.033,18.663,0.122
3.032,29.978,7.682,0.066,19.197,0.123
3.086,30.881,8.57,0.066,19.159,0.127
3.113,31.986,8.295,0.077,20.5,0.129
3.326,33.199,10.028,0.088,19.756,0.13
4.079,36.806,12.773,0.084,19.87,0.143
4.132,37.306,13.105,0.084,19.985,0.142
4.184,36.57,12.234,0.081,20.071,0.132
4.395,42.226,13.689,0.099,24.043,0.148
4.364,44.661,14.084,0.868,25.344,0.151
4.472,46.249,14.699,1.095,25.983,0.151
5.004,48.913,15.078,1.242,27.588,0.155
5.455,51.369,14.121,1.114,30.679,0.16
5.598,50.86,13.168,1.209,30.884,0.161
5.359,54.365,13.223,1.304,34.478,0.163
5.191,54.868,11.465,1.638,36.574,0.159
5.838,56.954,11.462,2.396,37.258,0.163
6.073,56.606,11.212,2.349,36.973,0.161
5.171,57.175,15.3,2.246,34.458,0.161
5.25,58.495,16.843,2.323,34.079,0.165
5.205,58.457,16.235,2.363,34.654,0.165
5.055,61.107,16.876,2.345,36.831,0.17
4.884,62.309,19.519,2.114,35.792,0.169
4.997,68.743,25.26,2.004,36.482,0.186
4.49,64.561,25.355,1.557,33.159,0.184
5.11,72.641,28.071,1.564,37.896,0.197
5.11,68.412,25.355,0.434,37.512,0.184
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
